FunFair,FUN,https://coinmarketcap.com/currencies/funfair/,0.0190525387682
Bancor,BNT,https://coinmarketcap.com/currencies/bancor/,1.84728372066
Bitcoin Private,BTCP,https://coinmarketcap.com/currencies/bitcoin-private/,4.57700778295
ZenCash,ZEN,https://coinmarketcap.com/currencies/zencash/,20.9993318435
WAX,WAX,https://coinmarketcap.com/currencies/wax/,0.0978624657574
Holo,HOT,https://coinmarketcap.com/currencies/holo/,0.000683031400194
MCO,MCO,https://coinmarketcap.com/currencies/monaco/,5.72189531367
Decentraland,MANA,https://coinmarketcap.com/currencies/decentraland/,0.0859967482528
Emercoin,EMC,https://coinmarketcap.com/currencies/emercoin/,2.11809391181
Nebulas,NAS,https://coinmarketcap.com/currencies/nebulas-token/,1.95997940673
Dropil,DROP,https://coinmarketcap.com/currencies/dropil/,0.00425786254541
ODEM,ODE,https://coinmarketcap.com/currencies/odem/,0.484051754959
Ark,ARK,https://coinmarketcap.com/currencies/ark/,0.81997554157
Paypex,PAYX,https://coinmarketcap.com/currencies/paypex/,1.18757376151
ChainLink,LINK,https://coinmarketcap.com/currencies/chainlink/,0.230195400459
ReddCoin,RDD,https://coinmarketcap.com/currencies/reddcoin/,0.00273373684565
Loopring,LRC,https://coinmarketcap.com/currencies/loopring/,0.136070029026
Kyber Network,KNC,https://coinmarketcap.com/currencies/kyber-network/,0.580072557815
Power Ledger,POWR,https://coinmarketcap.com/currencies/power-ledger/,0.207097752734
PIVX,PIVX,https://coinmarketcap.com/currencies/pivx/,1.30339498909
Gas,GAS,https://coinmarketcap.com/currencies/gas/,7.04789580058
Polymath,POLY,https://coinmarketcap.com/currencies/polymath-network/,0.257955576543
Theta Token,THETA,https://coinmarketcap.com/currencies/theta-token/,0.107312813068
Nxt,NXT,https://coinmarketcap.com/currencies/nxt/,0.0710618663536
TenX,PAY,https://coinmarketcap.com/currencies/tenx/,0.636043208406
ZCoin,XZC,https://coinmarketcap.com/currencies/zcoin/,12.9230910414
Elastos,ELA,https://coinmarketcap.com/currencies/elastos/,9.36748806689
CyberMiles,CMT,https://coinmarketcap.com/currencies/cybermiles/,0.0975655525715
